genename Y101_A Y101_B Y101_C Y102_A Y102_B Y102_C Y201_A Y201_B Y201_C Y202_A Y202_B Y202_C Y1015_A Y1015_B Y1015_C
VTA1 23944.1727835036 18126.5608848297 61098.9715630508 5912.23927711719 106881.206185351 130323.530970758 9695.91057308083 18133.4013804919 13812.6633993151 7436.09591325328 29617.3921951755 57723.795069039 395669.659191363 257743.960302652 190462.142095049
DYNLRB1 141949.485137519 615349.826056767 378200.797723961 870747.531644086 326729.064903825 671662.673245194 118375.49770729 494059.105037495 89775.6083695583 131103.988691784 174011.13602126 406899.398674547 1523491.9189697 1512837.21059736 453852.574696839
ESM1 13073.4891467998 44252.4479180603 53398.4885840768 6493.40630428828 13332.3419568983 22923.2108219837 2599.0645464134 74.1014872149852 11378.5589630477 0 46961.8938130737 20890.7364388893 265721.302054393 477714.410931095 558309.29614906
RTN4 1071121.92832168 1131464.97255389 165594.441797346 484047.634824666 286573.676148472 200896.035646899 1844410.92509991 87887.967657125 262662.568599749 1123041.17442218 846696.432742909 71542.4457734817 929622.342046588 1526038.96894203 261441.5882391
NIT2 237579.850437252 289982.011651192 246848.410946664 492266.079195294 410182.778705234 456166.347497857 170161.621332513 276526.606285405 690445.694350639 253525.641221398 412127.248853942 367185.044713268 1422346.47586872 1305445.61832092 532784.209749922
XPNPEP1 87424.6078371262 93799.6799395375 89107.2851625994 129564.878293048 143793.654061686 172103.034417548 86075.9317061899 77852.3170718924 61598.7469403644 126839.651393215 127675.481175739 118895.383504621 156536.115701333 136447.190069399 105006.032758432
PDLIM7 195196.992091583 185014.767434382 497797.543945762 596880.740970074 465456.384262635 1346325.86372011 252399.561267135 679111.846537978 5376101.62831658 208203.731330895 764025.770218295 780391.943565551 1200070.47264507 1520718.85198587 716827.295473926
NANS 204841.070773882 85214.3163082318 109745.483200691 139574.961936897 251323.252411431 508167.553326277 51347.2754701624 42655.2886979994 62139.289550285 90085.5026585866 476369.133530119 227080.108835322 309557.399025304 268854.801150495 244109.771205266
PDGFC 163254.820196512 284913.102446104 7249.9927999549 35999.954853059 8061.6355797483 19950.7756359496 5691.92404997597 3195.88441516877 2154.77107842925 106146.222799736 5606.61185076 4334.95234498667 102405.158274321 100216.074691138 52881.7032828404
OLFML3 11669615.560698 17389836.4229836 4127904.12207317 7719902.70034493 6395449.34750027 6908744.69968039 3794481.52345073 5298727.59305723 4249241.86025127 8859319.77208531 6199156.04215341 7087961.69548735 5602565.47360081 4287418.97268899 8584191.62553808
CYTL1 86066.7178614145 85003.0594923403 532290.299116178 576404.490649296 261880.998217744 125289.522418013 1354416.93319445 3058931.85804258 1276495.35944392 210231.486687075 465001.800335187 373340.348968715 99914.3713530179 145841.292755074 1340326.3565812
PHPT1 264435.739026441 91116.6351543406 212283.532181694 214023.039881988 324689.76445267 442432.725624985 260883.841842094 198656.596444352 42131.1073455626 308850.37429341 343349.316769123 327838.318005639 839869.657921717 692683.593702887 940021.249462685
LTBP3 120498.272400549 110268.066466578 34481.4911566932 97468.3439509755 40702.1940372423 91234.4668071538 53327.7224650347 28367.7504734666 23890.2223882024 201083.003091057 19292.843027575 117439.43844051 66336.8157877186 24153.5041125308 61574.3193169163
PARVA 31586.7160526631 91326.6365284765 338346.416687784 53119.6265766867 391794.867497134 580598.636142783 96624.8309247509 144267.292057921 337516.258309551 70497.3420994662 157071.996474199 485331.048369196 417657.436143209 403741.488043417 554408.907543604
C1orf123 962433.207146146 538123.905737459 476453.310257499 866516.015846935 485025.378451448 596542.44787937 601274.987877454 513516.898120818 54226.5927123964 266815.155121274 842144.92116417 412288.076757822 1380391.39281598 1320025.18614432 520935.369041568
DPP3 1151451.73461248 550104.244232872 865788.393805643 1253225.35229437 638927.685562753 1777607.08866099 929141.151140857 425614.903206024 344800.534280639 1766353.57960711 2490613.76316303 793716.099970499 3106537.68646884 3114028.49102501 1055239.24822299
TMOD3 65951.4852367422 181321.552781563 126424.509123088 80344.7747236585 198010.127029787 224576.872259828 62573.7262481747 90327.443227365 0 111741.558888966 112881.502891615 113104.148359585 160998.980354089 124948.658361608 181676.521094693
UGGT1 88640.8176263868 222584.784153939 132818.847436312 183617.806048077 131933.590459731 217124.732501022 100912.539085528 105592.47335924 114046.085931505 251543.126302342 171067.997026632 223433.451984162 155730.900643819 78823.3261469896 102028.153672718
ERAP1 1426965.94394689 1891202.349792 726866.556784207 1678676.864528 961796.159985287 1778167.78558862 1352263.875479 988455.486900116 584757.548115061 4234226.77993702 3968676.79954476 1115468.56608818 881442.244619592 925480.487790503 645460.617131328
MAT2B 70720.6405678668 38585.680586712 35097.7440542577 32062.6850020776 28117.8602167197 30367.6605855877 24444.1486352558 33492.8793123876 9469.64133616177 42029.5967861734 67525.5884813687 33737.9948694775 176387.745644097 128364.259073575 48252.5427582829
EHD2 294286.498497489 256774.641871172 234962.005280169 235206.252317373 149371.161233367 146276.075389364 311333.858147541 212828.594586005 194579.694773583 191678.414572406 113910.716010423 98697.3984887487 291115.654968621 170875.425671567 109525.050850416
CRIM1 7321914.10956612 6516510.91070792 3165913.90702862 3969993.03192942 4174206.44322313 4223866.78210608 5536469.37459867 4714378.64273789 4430511.87076821 9680330.05288359 7083903.51659411 3628504.31313087 9290896.30653579 7118406.20879303 5476887.21305274
NTM 4481.33550332657 1148.88378443209 930.151902538525 844.185187709828 1205.95669341677 0 708.904481359002 642.219258266909 0 0 2289.50331958739 0 41265.1309241126 287320.497165429 50919.833256602
PCDH10 24377.8464818816 41965.9421811855 24480.7300690017 315585.341231271 343525.927972658 279508.956986384 51239.9094989327 22988.8944604321 102543.471975444 278120.389011956 203511.157367843 115873.559543628 597620.137181561 1142071.3340101 481464.906943718
RRBP1 197287.514302437 301141.134704993 1179289.1404796 112312.380965062 737936.50036198 448401.817363883 177758.299252506 330512.811119436 271704.484040212 126589.085870781 187770.758902506 348352.37474735 208371.060215094 260961.58180461 976541.338659105
EPS15L1 0 3916.63048818683 3942.98458240391 4.92950851048462 4111.43410719873 9207.30297366644 958.897085537523 2945.47780421847 0 3310.4538847285 2326.73978568922 6516.73413551785 30761.0449182269 19042.336206988 14746.6528563955
MRC2 12422.6658549991 21009.4403077279 12479.0665653994 11389.5340455394 6306.83411547874 8924.07855536532 16125.0864120978 454.500832018439 5321.75868688971 13736.7998502578 17112.1945196405 10732.3818600399 13632.37924707 29566.6777148011 7653.32632434443
GNG12 0 626.803560011497 17830.5429169481 0 2723.93325416275 28513.8605647679 13.2740635840401 2415.62239949932 9572.15426813688 0 31667.9523695594 16544.669079069 62687.1531336189 43647.1878617203 11529.9936361947
DKK3 11609988.9359298 13803353.3100035 3008276.40637654 22558103.3207297 11614296.8907817 21218846.7512591 4314802.9150978 3319674.51674994 3102570.24254505 36712391.4921381 37708336.8227923 16116949.2948167 13725054.2983345 17887965.7216209 11453658.2112854
VPS29 125676.882593478 90799.5665301698 86976.8714618579 146262.037443396 124748.840379703 138212.923136821 76971.5562561312 83913.0992386991 29514.5068515485 165377.068075655 70347.0534670133 115744.503511126 187478.2597951 135113.507246208 162681.553711024
EXTL2 88507.4616155003 144531.017237126 10261.5695192472 141357.627494222 62986.5838084284 115518.135255331 55246.1751675632 26337.4508513662 9664.26489252257 125611.840119258 118854.135469315 25106.1405140015 78871.6388032734 66707.4831950363 61659.0800511708
CTSZ 1841241.0218186 1578857.46915199 1084843.30270833 1491857.04598931 2526685.15908082 3525604.27642956 1599207.46878103 1696760.05751263 2286899.82492783 4582567.76515916 4254921.73309376 4699818.17425266 5192736.1447865 11091960.5063533 5206812.21005599
FBLN5 1372489.36228735 2464570.05244175 904913.167628465 911755.337279486 454147.099127663 879579.654473456 1712247.84333283 2315776.78596714 696560.961608346 701833.106595194 600425.950657016 362216.204325822 732289.492695155 895242.975431697 687757.597494808
HSPB7 36706.1357934923 77454.0994369809 123380.361834411 84565.1399842527 47971.6193075814 257966.339159546 27399.6114337415 274648.04709511 192037.184143714 34785.3461550887 54101.0273052908 65264.4825204107 78685.6988877936 56070.2554821341 74094.7607480898
LIMA1 154549.097573491 181883.773824493 58830.7431137996 140201.410095969 145362.84420979 145425.395156397 117737.410572376 83043.648192927 34643.6083734165 125251.614005819 217615.410600362 115885.72261149 488257.409066592 1102294.35418887 399725.347612073
CHORDC1 6347.65346330716 9908.19635924993 16996.4321634784 13180.9748109064 26312.8981300298 23870.8444782386 1565.62718955214 541.871452080351 8638.46915169992 255.897236568744 1083.6785025512 21180.8727162245 51716.5111454487 33471.2360714824 36466.111739932
SEPT9 79807.0639782812 154958.984375103 85961.6746981429 83668.1363017091 65987.462798969 58707.5146317805 288874.396723541 41931.077275371 42039.8587384826 161086.625110611 170057.788550166 50850.7466902351 169827.799526725 259154.495871114 67175.6662295832
ADAMTS1 2627663.50647224 3703481.53351484 4490141.322427 885484.392508948 2025479.66751155 673331.496246872 6222284.21231758 10628068.861783 7886981.53788975 487636.838408841 1071883.17447744 667940.954741128 2017037.518314 1572234.39011293 1812219.42501609
ENOPH1 54101.1331743204 60285.4843227638 71537.2108693442 80310.3917237931 70030.7553329381 36681.0427037783 77473.1667795975 143355.729987735 14473.2023889656 95440.5148954531 153610.423932905 80754.6143886847 163608.208753809 242181.084029082 151001.744160809
CPA4 4564234.94985501 8034601.41729318 883741.587185723 8910706.30422608 11961338.4191105 12816756.9145294 1044790.93803752 2178402.19955623 2453751.50580002 32080626.5616832 15416316.3584459 10602279.0594365 1206009.23554386 715310.5505349 578908.668286935
NAGK 436670.713177678 245953.363596398 62875.5937353159 195502.378408912 128794.203303821 101437.190023123 240641.13784171 150676.798988796 62163.9577902217 450901.679384059 267415.180797937 68178.6231523758 528226.985699633 513504.082703235 153247.404935793
GNPTG 2200136.95660254 3498137.08379957 1521011.73600274 2318416.52709808 2899160.58940887 1744863.17442762 1509073.78261117 2104646.17700747 691488.380788966 1946918.8702565 1381035.77083625 1552388.41105273 802639.964825707 1345103.35873417 1834248.04388334
DBNL 1462345.96777386 1499698.31518729 1286467.71788306 1681955.02925917 2112096.28079224 2106522.46786283 2717585.52350786 1145772.94025688 1559588.2110597 3719436.52863758 2772701.58375286 1434255.68015905 1973548.96909827 2474049.78138245 1511182.18288407
JPT1 1231023.48956925 1021194.24406469 1087747.10096472 1429296.11022581 2315523.56416105 1801222.30206255 1266951.67403308 1706896.81793828 297805.746263016 2447604.67578427 2815394.01569147 1303851.9374357 1033438.3289467 698397.134270508 936590.105152368
NUDT5 320881.699169921 177920.055465144 268934.495016209 450824.425602329 319182.550640078 300697.423008865 329678.501317288 402210.614781303 53516.5051987072 165434.681263123 439761.912718173 232290.503142227 521327.3601426 597593.527320981 445588.537773046
ADAMTS7 977452.897268894 1507220.22494252 864962.383203524 1182513.1897872 702591.453594541 1318946.02149847 3299857.93122268 1731853.32795017 1642287.42735231 1029782.97487242 1183586.56326171 940891.89392436 456804.979857879 490963.139363263 324490.33451821
CDV3 1131838.42987014 1033486.05647263 1115447.78266978 1162777.3085494 1350265.12039115 1532493.65095889 874472.584066274 1018101.99461401 149106.012792804 1707014.31626248 2305234.63832328 1147644.45315261 2814255.13219415 3302901.99978956 1914059.64403688
PCOLCE2 278314.040968985 693576.613855701 438.483537320662 44646.2926405371 47663.1416617594 52551.1628001459 112669.681188436 14068.1094373812 110386.780870563 62206.7693257068 21023.2583928487 22598.701860841 38701.2455525591 55037.2836225444 52823.3090195056
PSME2 1581325.41074954 1657162.91765109 1995094.49419196 1613581.81306904 1950446.4148419 3443416.87037797 939632.978837391 1253599.36170724 541689.965324031 1590436.81830843 2199955.9553486 2218107.52300126 3644981.55414725 2373602.36622382 3309547.60409131
CORO1C 313463.391863817 459779.698106288 905005.186016216 304689.204134648 997816.959380412 818261.628903498 414169.785224241 374033.525981546 376741.431390678 89873.2896410537 1084222.52868833 994425.748963145 609715.654429329 617206.946790475 849431.367711005
NOTCH3 370668.278091508 254032.620854947 391998.63776652 185690.222334968 170313.987566436 205212.572661648 928594.358995606 563654.586158871 409776.807862457 213937.491277039 111102.784858893 234147.580506001 107398.64368678 110824.593077759 164150.276972592
PRPF19 99669.0129784111 256167.967088569 562454.905120855 342292.319048389 983513.07871462 542748.507148437 81369.1362753763 519523.360468953 861420.859123616 100047.40879183 695973.660205488 479689.578301359 220579.363102162 162262.360895437 501832.626870729
NENF 317084.428848163 479725.172268748 202234.215183396 256971.456665379 146768.951332697 337465.115309559 369475.437010629 352571.271533601 277582.713714789 394862.695275266 466243.232422289 163588.969207059 425030.978584976 367169.767021142 154427.675097748
ADAMTS5 174758.244785287 139499.660277697 55329.6190497212 339519.381463141 246919.886786408 473282.479732462 106270.540633615 137713.969960239 54871.1328383362 282530.483504137 253750.546334499 215591.001335383 325230.215727623 169586.011564852 119666.460647826
PROCR 992399.644310793 869422.829094213 160416.057996835 483467.678397284 200629.540170762 234086.797397618 1149540.25877794 876045.844235746 545506.172883931 725278.637912119 493799.368412665 129160.536489325 461108.144222075 636698.271844552 173154.901348093
MINPP1 317955.6299842 480788.218364167 108839.581823393 302828.206333497 170009.913595009 439357.232100215 156556.367536027 97975.7375905236 24229.8064601179 517325.814121412 368856.768463714 300994.535020682 235326.661757006 218624.366049226 186177.666364667
NSFL1C 209531.364031118 420203.591948343 331500.217203297 404979.22373759 457063.845985368 474696.571245262 138679.979549873 233162.896924719 41361.0990962074 387697.035020472 399612.484138792 270607.917768612 2276036.14320768 2586114.98154013 963825.07512644
